probeset_id	gene_symbol	Monocytes	B-cells	T-cells	pDCs	NK	mDCs	Highly Expressed in PBMC type
214902_x_at	NA	8.680101762	10.06149764	10.8036213	9.818470136	12.62342647	9.618012068	NK-
214904_at	ZNF41	5.627204892	5.640498719	5.707866455	4.565145196	6.816537131	3.715568122	NK-
214915_at	ZNF362	5.501146089	6.022508666	6.884002726	5.254955242	7.646106367	4.306355091	NK-
214920_at	THSD7A	4.801653665	4.928910274	4.715637234	5.37242618	7.123216977	5.425569968	NK-
214934_at	ATP9B	8.908902512	8.940693705	9.59093453	8.318310681	10.3559919	7.815347513	NK-
214961_at	KIAA0774	3.815617911	4.201501869	4.208018334	4.316510676	6.023426522	4.302725011	NK-
214964_at	NA	6.193350347	6.587260755	7.580294763	3.889692555	9.453435941	4.698711218	NK-
214965_at	SPATA2L	9.661714399	9.03807308	8.724568223	6.461519622	10.76594599	5.803076094	NK-
214980_at	UBE3A	5.714211137	6.952228383	7.514577155	6.76796493	8.538641631	5.743896868	NK-
214989_x_at	PLEKHA5	9.820127104	9.351712236	10.03303053	7.936853827	11.15816883	8.015151997	NK-
214994_at	APOBEC3F	7.157476631	7.007871452	7.113282049	4.888736425	8.369434795	4.692224624	NK-
214997_at	SCAI	3.85860946	6.056228499	7.263546209	6.338404495	7.634942871	5.145241897	NK-
215036_at	NA	4.940128992	5.766160921	4.753670743	4.365928491	6.32517118	4.35028733	NK-
215056_at	NA	6.248009594	7.142200309	6.238446947	6.273264581	8.938649754	5.811463926	NK-
215063_x_at	LRRC40	8.295029181	8.733921045	8.712873714	8.557412465	10.26573481	8.128602599	NK-
215066_at	PTPRF	5.093235904	5.740370245	5.75753132	4.877169851	8.267684855	4.64065932	NK-
215068_s_at	FBXL18	6.307311615	6.865305411	6.51596271	4.640308216	7.690090037	5.098088881	NK-
215074_at	MYO1B	4.21643479	4.64042164	4.229020306	4.602880838	5.949403395	4.826494859	NK-
215076_s_at	COL3A1	5.074889854	5.216933562	4.546566122	4.207817332	6.506528457	3.355504891	NK-
215093_at	NSDHL	7.616461288	7.872979959	8.444291934	7.630306437	9.694404412	7.746003251	NK-
215137_at	NA	7.160845396	6.789481185	8.087183639	4.593909364	9.163397846	5.377431482	NK-
215139_at	ARHGEF10	3.734107584	5.065191189	4.651525879	4.12128538	6.601426071	3.686338181	NK-
215146_s_at	TTC28	5.280466517	7.32343277	6.886320266	7.256836103	8.380368435	5.966945763	NK-
215156_at	WDR61	6.362668038	7.879013558	8.848377777	5.798549864	9.867017977	4.468892903	NK-
215165_x_at	UMPS	8.620158754	9.355051582	9.799497824	6.29497172	10.70681161	6.956560442	NK-
215170_s_at	CEP152	4.685423331	6.665312259	7.037941163	5.292230731	8.365891675	5.621616953	NK-
215189_at	KRT86	7.694368552	7.259539132	7.139598633	5.094482344	12.05192425	4.71138563	NK-
215198_s_at	CALD1	5.712852782	6.29962864	5.742172995	5.477893324	7.128198936	5.034234791	NK-
215201_at	REPS1	4.679589153	6.573103661	8.839982273	8.084067681	9.797861247	6.229952337	NK-
215212_at	NA	4.421940085	6.454961403	7.440868527	7.207104925	8.353988175	6.966594946	NK-
215213_at	NA	4.725046435	5.022241846	6.568797485	6.839259067	8.31964803	5.80009817	NK-
215219_at	DOPEY2	5.235821567	5.364624406	5.220626878	5.003667531	6.620260349	3.496984455	NK-
215231_at	PRKAG2	6.110647563	4.684422593	6.422369454	4.04545994	7.64586582	3.97941227	NK-
215232_at	RICH2	6.435704455	8.06640556	7.325688649	6.762490533	8.882069012	6.280707199	NK-
215233_at	JMJD6	7.821483217	5.569665889	7.616321891	4.589337415	8.779242781	5.423855732	NK-
215234_at	NA	4.474561196	5.474506267	4.778968054	4.01171263	6.592986059	4.339193413	NK-
215255_at	IGSF9B	6.381922149	6.111121929	7.344953917	4.352532726	8.093188566	4.029778627	NK-
215279_at	NA	5.974820955	6.804445612	6.748498017	4.846901885	8.537270981	5.550661824	NK-
215296_at	CDC42BPA	4.937773051	5.146868753	5.125147332	5.082536447	6.432005052	4.44411724	NK-
215301_at	SYCE1L	4.489417787	5.860909495	6.171713205	3.325250529	7.663530845	3.01462687	NK-
215302_at	AK125733	5.422479833	6.30832207	5.325038225	5.24832301	6.890112054	5.792885605	NK-
215304_at	NA	6.247750175	6.111167414	5.709793237	3.967856948	8.223314581	4.343512749	NK-
215309_at	ZNF674	2.99687301	2.532882227	3.114946134	3.445149997	5.23187595	3.639306787	NK-
215311_at	NA	5.391285789	5.835756174	5.691977624	5.96733046	7.722091527	5.213278153	NK-
215321_at	RUNDC3B	4.416691117	4.764622255	5.421486407	3.729794539	7.639778565	5.237098707	NK-
215324_at	SEMA3D	3.690625933	3.652715249	3.094600274	3.163803529	4.768265853	3.352565943	NK-
215326_at	PAK4	5.748854788	5.003647617	5.502829456	3.651570849	6.863561124	3.125508367	NK-
215338_s_at	NKTR	7.642175746	9.16826174	10.88954922	10.66918691	11.93101994	10.54582004	NK-
215348_at	ADCY1	5.586734004	5.189067584	5.071972886	3.940453337	6.752809403	3.45227319	NK-
215350_at	SYNE1	3.571449413	3.743150909	4.236075511	4.208160965	7.462667063	4.16335089	NK-
215358_x_at	ZNF37B	5.596241615	7.857394282	8.762700087	7.149846678	8.930963504	6.401604505	NK-
215360_at	NA	3.716917024	4.553555336	4.250650037	3.795649722	6.688332926	4.070943812	NK-
215369_at	C9orf69	3.962088151	4.407575677	4.870351497	5.84732457	6.123545611	4.869661126	NK-
215373_x_at	NA	8.56668141	9.600092291	10.55047433	10.54405568	12.29066485	10.42326612	NK-
215375_x_at	NA	7.530721203	8.157037518	8.603357465	6.801715582	9.502294968	7.471497253	NK-
215376_at	NA	5.983528266	7.505277304	6.871209578	6.641646417	8.08716034	5.875902839	NK-
215377_at	NA	5.518513261	5.487193309	5.628320009	6.224957853	8.553886079	6.83312694	NK-
215383_x_at	SPG21	9.825542106	10.21287977	10.57589965	9.425337876	12.05986815	9.269051345	NK-
215386_at	AUTS2	3.896692966	5.712511135	6.490679583	4.212987667	7.466339942	3.182914589	NK-
215387_x_at	NA	6.921162577	7.529855372	8.070748653	7.916474555	10.13947696	7.688800135	NK-
215395_x_at	TRY6	6.783096846	6.677645701	6.409038676	5.314430879	8.981065477	5.432568541	NK-
215397_x_at	NA	6.816532748	6.764114651	6.453206537	5.379259737	8.517556043	5.251256205	NK-
215398_at	NA	6.615790199	7.090175151	7.707537578	6.906174221	8.450359871	5.097595558	NK-
215400_x_at	ADCY9	6.199963181	5.992257383	5.891634418	5.200545339	7.457891379	4.674506325	NK-
215404_x_at	FGFR1	6.759983891	8.800814693	9.743665861	9.599790084	12.99111515	9.299789834	NK-
215409_at	LPCAT4	4.899578033	5.627685166	6.609145137	5.254259465	7.81238591	4.578620985	NK-
215418_at	PARVA	6.339379183	6.994510373	5.983846745	5.995976457	9.310890006	5.158940948	NK-
215429_s_at	ZNF428	5.35169738	5.694247712	5.997355464	5.032962649	7.337370064	5.001950167	NK-
215433_at	DPY19L1	4.869857254	6.219338038	6.264526402	4.972267597	7.230767359	5.11494473	NK-
215436_at	HSDL2	5.014333253	5.880371644	6.503405228	6.037875497	7.530037591	5.953331599	NK-
215439_x_at	NA	5.779783401	7.345050938	7.542100206	5.487595754	10.16601747	5.648798489	NK-
215448_at	NA	4.477677208	4.804065277	4.218233772	5.623092058	7.200976216	5.7585511	NK-
215455_at	TIMELESS	4.930106706	6.751178782	6.189992318	3.77890803	7.973016189	3.165692599	NK-
215461_at	ZNRF4	5.046946268	5.865129156	5.685817205	3.759393766	6.7440407	4.299303933	NK-
215467_x_at	DHX9	7.582095164	8.519000767	8.283501883	8.684887641	9.596680398	8.358383864	NK-
215494_at	NA	4.458183816	4.373633964	3.645202959	2.542096313	5.802508367	2.783788581	NK-
215510_at	ETV2	5.514984597	5.248039816	5.562257871	5.631655538	6.947128524	4.073472266	NK-
215515_at	NA	5.30382656	5.640710401	4.478107348	2.863156637	7.563154632	2.648858407	NK-
215526_at	NA	4.566498545	5.724978167	6.524282375	6.179485396	8.057031981	4.038348771	NK-
215528_at	NA	7.217517495	9.753718845	9.47385395	7.525830373	10.91668404	5.967866151	NK-
215545_at	NA	6.833443552	8.132297535	7.931827053	7.635794695	9.232942965	6.701992369	NK-
215550_at	SRGAP3	4.279172979	5.632535893	5.203679208	4.795092728	7.803126741	4.51196964	NK-
215553_x_at	NA	8.030401618	9.254909668	9.757452838	8.973132118	11.80781587	8.574322344	NK-
215554_at	GPLD1	3.844573935	6.346074151	5.95690143	3.562304913	8.237710217	2.774071872	NK-
215558_at	NA	4.838432561	6.492534447	7.040564085	3.394258518	7.705109907	2.670486183	NK-
215559_at	S100A12	4.712165702	4.577181905	3.704461042	3.185044286	5.616207138	3.430479941	NK-
215571_at	NA	4.667085409	5.399398637	4.459580708	3.143661113	5.922752239	2.795917694	NK-
215574_at	NA	4.200041044	5.877481783	4.289248406	5.202504774	7.170053	6.075801351	NK-
215579_at	APOBEC3G	5.467741861	5.488224707	5.085448924	3.418631581	7.779144996	3.834673313	NK-
215583_at	TMEM63A	7.267536434	7.126169035	8.257150267	6.253197077	9.141757059	4.762067909	NK-
215586_at	NA	4.356436479	5.575357615	6.497193265	3.826695583	7.67067723	3.143712065	NK-
215588_x_at	RIOK3	8.999670302	10.5629671	11.27235112	9.158022591	13.61985237	9.237083058	NK-
215591_at	SATB2	4.712226519	4.134991398	4.223736145	4.71337765	7.22144743	3.315322995	NK-
215593_at	NA	3.925516263	4.791851882	4.883986241	3.576522641	6.698667769	3.98149303	NK-
215595_x_at	NA	6.752539183	7.549253672	7.620711449	8.212077264	8.740959197	7.233221006	NK-
215600_x_at	FBXW12	9.483136647	10.47149427	11.9113078	12.23344185	13.85977398	11.95547318	NK-
215604_x_at	NA	8.58573327	9.545218201	11.10174443	10.57805799	13.47469521	10.28891678	NK-
215605_at	NCOA2	6.604338779	8.245004566	8.858572379	6.254159276	9.788347416	7.331452787	NK-
215609_at	NA	5.695464536	7.186760722	7.845770125	9.714222183	10.31458956	9.047163939	NK-
215610_at	NA	6.328242174	6.974589393	6.516496648	6.498169443	8.710066588	4.373572282	NK-
215611_at	NA	4.440237483	7.043785819	7.721837505	4.588792087	8.904734287	4.71347383	NK-
215613_at	ADAM12	5.700229939	6.032790096	6.009654752	5.515784819	7.579645907	4.112192699	NK-
215628_x_at	NA	9.490106621	10.05951778	10.56019114	10.08791751	12.53928883	9.811198869	NK-
215634_at	NA	3.657908806	4.428201607	4.164336979	4.439448916	7.223174014	3.480971485	NK-
215636_at	UBR4	6.246740885	5.932085434	6.538356905	4.742017937	8.351024271	4.317587888	NK-
215639_at	SH2D3C	5.323285699	7.08245661	6.25996136	6.45194422	8.921716738	4.125578634	NK-
215643_at	SEMA3D	4.990450272	5.485833746	4.929481273	2.281497139	7.81214221	2.541298374	NK-
215645_at	FLCN	7.89475475	7.484550316	7.621409201	7.342216285	9.116732846	6.661736386	NK-
215647_at	NA	3.40320928	4.160371811	4.328826368	3.190837304	5.737971713	3.114886873	NK-
215648_at	NA	4.557360673	6.82359986	7.741697337	5.700357942	8.10756194	6.106383087	NK-
215650_at	NA	3.31713083	5.026691031	5.490162717	3.499921494	7.159815261	3.565013055	NK-
215653_at	NA	3.685503821	4.008618671	3.223285161	3.367510456	6.805596653	3.545767333	NK-
215654_at	BCAT2	6.083351233	5.949580383	6.412687601	5.254912956	9.337072254	5.557144335	NK-
215675_at	NA	5.057438006	4.622797591	4.19417306	5.217443392	6.15262738	3.509356043	NK-
215679_at	NA	5.031326079	5.572898514	5.32821261	3.538672786	6.705577506	2.679479455	NK-
215682_at	LOC440792	5.981927151	6.26538078	6.051741094	5.146543232	7.434403943	4.432569771	NK-
215692_s_at	MPPED2	5.492439424	5.435470708	5.053199203	6.100104228	6.841975615	5.221519007	NK-
215694_at	SPATA5L1	6.21837384	6.782340303	7.096621747	3.72343707	8.420998161	4.172122333	NK-
215699_x_at	SFI1	7.314727337	8.440107845	9.241766657	5.927289759	9.553837001	5.930640343	NK-
215703_at	CFTR	4.24482758	3.80316028	3.832311613	4.127816253	5.735493729	3.41131687	NK-
215728_s_at	ACOT7	7.029091452	6.568020926	6.242926835	5.024070695	7.838231081	4.406652497	NK-
215750_at	NA	6.442418085	7.654700967	7.848310212	3.668065059	8.86837084	4.116957126	NK-
215795_at	MYH7B	3.641309159	4.407792021	4.521292626	4.347062063	6.370406508	4.194082578	NK-
215802_at	NA	5.170705407	6.710041917	5.265250149	7.330364067	8.132974465	6.983506047	NK-
215811_at	NA	6.087517289	6.845693015	6.075536873	6.678758225	7.827024108	5.34572863	NK-
215822_x_at	PKMYT1	6.140312792	7.384421351	6.843865155	5.898512322	7.992702269	5.583154989	NK-
215825_at	NA	6.814407157	7.32133569	6.657287975	6.521169019	7.985940362	6.388336416	NK-
215840_at	DNAH2	4.261365911	4.806543765	4.289356117	5.144616706	5.81375191	4.315359554	NK-
215841_at	GUCA1B	6.687204462	6.02430207	5.735406434	5.637027135	7.358088097	4.44048878	NK-
215852_x_at	C20orf117	6.318041079	7.259225659	7.01041629	5.505786817	9.268252491	5.474973262	NK-
215858_at	NA	5.993787658	5.926641372	5.491021268	3.942415496	7.106130082	4.046388087	NK-
215860_at	SYT12	5.937700943	6.027250983	6.250918825	5.698205822	7.473405388	5.748490325	NK-
215861_at	NA	6.399771139	6.94494302	6.933856144	6.693240823	8.599495741	6.108798897	NK-
215863_at	TFR2	5.544759123	7.050321065	7.623637431	6.175087693	8.601735763	5.981478544	NK-
215866_at	NA	5.969896228	6.712905903	6.86734731	4.273535931	8.060214254	3.928027016	NK-
215869_at	ABCA1	5.188964346	4.837707346	4.627603812	4.641937491	7.431123481	4.49536657	NK-
215874_at	NA	7.79879058	7.050944545	8.244260507	5.500832246	8.979887744	5.024057991	NK-
215877_at	C14orf56	4.685181418	5.964179829	6.270310836	3.762405826	7.798705974	4.179874106	NK-
215882_at	CEP152	4.891027465	5.942681828	5.87802591	4.664776098	7.726218094	3.80735484	NK-
215892_at	NA	5.083681162	5.991557679	6.32652093	6.097792894	7.439261003	5.90887415	NK-
215900_at	PPPDE1	5.382987748	6.295473346	5.917537711	4.205040102	7.91455351	5.014342554	NK-
215907_at	NA	6.220845317	9.512211768	9.943843516	8.780970457	11.56672808	8.268791773	NK-
215911_x_at	ATP2B3	4.053385117	4.315761517	3.821905798	3.603906284	5.453457018	3.081896566	NK-
215916_at	CHRNE	6.444200046	6.831460801	6.253821839	5.104820897	7.494096424	5.774516198	NK-
215919_s_at	MRPS11	5.64313809	6.679642368	7.251585388	6.627936893	8.587028123	5.608367169	NK-
215924_at	NA	3.499835275	3.572211772	3.078522166	3.073117992	6.175026858	3.532425497	NK-
215926_x_at	SNAPC4	6.343353086	8.124094545	8.57040929	6.963992531	9.556030461	6.86872053	NK-
215928_at	NA	4.168281967	5.579447875	5.653850985	5.439660169	7.477568591	3.540932642	NK-
215929_at	BC028422	3.580985701	4.27246236	3.47616773	2.897280242	4.891961301	3.566327503	NK-
215937_at	NA	3.749680026	3.951528607	4.22362117	3.268213193	9.56701914	3.26542449	NK-
215939_at	NA	5.017330914	4.890786567	4.730847549	4.229057464	8.28088329	3.438129968	NK-
215974_at	NA	5.824553796	5.892570144	6.05308059	6.189587193	7.792403635	6.286320026	NK-
215976_at	NA	5.479162331	5.592559576	5.325007542	4.435882378	8.28956468	4.844996049	NK-
215986_at	NA	5.728673583	6.07263658	6.720936099	4.455641641	7.328576774	3.686526003	NK-
215998_at	NA	3.836493177	4.561820473	4.190287407	3.114909259	5.785435574	2.378029397	NK-
216005_at	TNC	5.267420963	5.882084302	5.19718508	6.643560279	8.124231064	6.452169884	NK-
216029_at	NA	6.244931422	7.13336219	6.725877738	7.632808019	8.320531483	7.316327628	NK-
216045_at	CCDC144A	4.33251015	4.743721273	5.140125577	5.190349607	6.9700465	6.076012943	NK-
216065_at	NA	5.324050324	6.214968139	6.076062099	4.176757798	7.106184728	4.672148128	NK-
216074_x_at	WWC1	2.97792093	3.788665087	2.978517155	3.545974215	5.26975774	3.131825339	NK-
216078_at	NA	5.445296206	5.074081329	5.0529725	3.690755589	6.534835536	3.022845798	NK-
216093_at	NA	4.561509658	4.75775343	4.779850623	4.906326212	7.547332917	5.060984409	NK-
216104_at	NA	4.134986907	4.458344709	4.296251605	5.952210691	6.784282325	5.083963493	NK-
216109_at	MED13L	6.11913348	7.660386233	8.428075813	6.140532301	9.769613725	5.282816049	NK-
216110_x_at	NA	6.975779412	7.012637208	7.455871907	6.81035126	9.75001064	6.795834383	NK-
216113_at	ABI2	3.079629908	3.571420534	4.504234009	2.981960926	8.039621465	2.511950113	NK-
216115_at	NF1	7.194448114	7.202144973	6.912458757	3.568893242	8.216498491	3.779197468	NK-
216122_at	NA	4.186152614	4.220916346	3.747312336	5.154171872	5.839117585	4.087625442	NK-
216132_at	NA	4.430926548	5.164715258	4.444029973	3.444373836	6.716401033	2.858912192	NK-
216135_at	IQCK	4.342943915	4.443663828	4.325102159	4.954249192	6.329911929	4.81604991	NK-
216141_at	NA	7.412268791	5.95769288	6.582468223	6.205091941	7.891940192	6.322315765	NK-
216144_at	NA	5.808392265	5.590667091	6.679024321	6.413425468	8.704782484	6.417482782	NK-
216146_at	NA	5.584405589	6.343573323	5.860474721	7.0090746	7.490715456	6.409261697	NK-
216147_at	NA	4.828231323	5.795883621	6.407240137	4.947965709	8.049047984	4.741863853	NK-
216149_at	LRRC37B2	5.054144026	5.215931571	4.483093134	5.296866405	7.809836353	5.151061759	NK-
216167_at	NA	3.188659964	3.668500337	2.971942476	3.888214054	5.71561835	3.767717602	NK-
216172_at	NA	6.36068851	7.090525221	6.361506449	6.203928052	7.925643882	5.973357179	NK-
216173_at	NA	5.280786482	5.666015408	6.839609435	5.796573473	8.096545963	6.443032409	NK-
216175_at	NA	6.539460902	7.281077724	7.314102548	7.674547258	8.618847803	7.537737184	NK-
216186_at	NA	6.44193839	7.00787572	6.592344605	5.797213005	7.696061393	4.967723496	NK-
216188_at	MYCNOS	4.922336346	5.994975173	5.200118118	5.393286872	7.679574685	4.22167969	NK-
216189_at	NA	4.216676138	4.667023773	6.179006945	4.62173441	8.50537139	5.795093326	NK-
216201_at	HOXB9	3.847531814	4.41371423	3.982821272	3.924762764	6.244551264	3.073336731	NK-
216206_x_at	MAP2K7	6.017570726	6.700174601	7.65335843	6.447118196	9.611859723	7.28008652	NK-
216209_at	AL137270	3.541899829	4.309961895	3.516072023	3.270886017	4.855849185	3.210843841	NK-
216210_x_at	TRIOBP	10.1925877	9.516717815	9.662189454	9.085629742	11.4792721	9.154215493	NK-
216214_at	NA	4.453484249	4.462077408	3.915231521	3.754010381	7.469472244	2.847020208	NK-
216223_at	CPNE2	5.179865582	5.942406851	4.686049427	3.446370458	6.521128081	3.180902581	NK-
216225_at	NA	4.340773238	3.995459745	3.569015066	4.442944865	6.931728673	4.122784878	NK-
216229_x_at	HCG2P7	7.845262546	8.8532961	8.949914211	9.621465533	11.20685352	9.603918992	NK-
216240_at	PVT1	5.962546788	6.257677484	5.761691879	4.586437662	7.395952942	5.294664235	NK-
216259_at	NA	5.285923486	5.844387138	5.345715773	6.383340377	7.511214352	5.709928924	NK-
216285_at	DGCR14	5.164444	6.237660364	5.233459054	5.736226296	7.256506621	5.308213879	NK-
216286_at	NA	3.954824267	5.068113822	4.960857702	3.518385858	7.387901618	4.129185385	NK-
216288_at	CYSLTR1	6.270596074	6.81818547	6.734471646	7.601452365	7.824896663	6.167506085	NK-
216309_x_at	JRK	7.92280127	8.828200477	9.488973632	6.54257638	9.839428406	5.433779826	NK-
216310_at	TAOK1	6.896563794	8.560621487	8.432225734	5.264891784	9.793077766	5.546395094	NK-
216317_x_at	RHCE	5.192978235	5.222253582	5.074458202	5.192337951	6.298691684	4.521000966	NK-
216333_x_at	TNXB	5.299732142	5.536427956	5.178175692	4.951577559	6.854798378	3.928068455	NK-
216340_s_at	NA	4.911842472	5.502120106	5.219499451	5.661543869	6.565610916	4.799358711	NK-
216349_at	NA	6.489199754	7.211105927	6.698903672	5.829046958	7.78912235	6.233515896	NK-
216356_x_at	BAIAP3	5.736990813	7.396013988	6.340967314	7.67122391	8.720277765	7.526517609	NK-
216381_x_at	AKR7A3	6.944230386	7.636355013	8.247032458	6.00566175	8.879678765	4.85823811	NK-
216398_at	NA	6.274604935	7.057556519	6.360710508	4.231880074	7.711416467	3.825027456	NK-
216402_at	SEC14L4	5.842627982	6.362304505	5.731508081	5.329993165	7.140933246	5.996243108	NK-
216406_at	NA	4.715894778	3.966550142	4.230524293	3.993858961	6.311816664	2.935164923	NK-
216415_at	DNAH3	4.215106998	5.63146214	5.325490781	5.660657761	7.351411751	5.140446196	NK-
216436_at	NA	4.73534939	4.621430744	4.379723787	6.001658532	7.420355786	5.792004787	NK-
216439_at	NA	5.041851853	4.709345475	4.677325859	5.911425931	6.611650941	4.878216177	NK-
216452_at	TRPM3	5.655082956	6.346475415	5.732882243	5.927827732	8.340437481	5.086498042	NK-
216455_at	NA	5.661297297	6.914016502	6.595779859	4.452245772	7.684903331	4.266953357	NK-
216459_x_at	NA	5.786897008	6.66087754	6.925484937	7.721986293	8.779449444	7.238748882	NK-
216460_at	BC034268	4.707232223	5.25480963	5.438248249	6.009599254	7.237320212	5.025890489	NK-
216461_at	NA	5.863069045	6.257646677	6.033905329	4.566983268	7.297311822	3.808445178	NK-
216463_at	NA	4.572156778	4.401311434	4.338189799	4.817749649	5.683753406	4.203551058	NK-
216465_at	NA	4.640894334	5.313405828	4.56173675	5.458149009	6.641637484	4.640222936	NK-
216469_at	NA	4.065218839	4.532619342	3.694689229	3.558614073	5.58035687	3.531088547	NK-
216470_x_at	TRY6	6.574717603	5.794556639	5.91144344	5.995115072	7.611172063	6.180604395	NK-
216485_s_at	NA	5.217346152	4.357495968	3.992365825	4.337309613	6.107902125	4.258380707	NK-
216494_at	NA	4.550487828	4.506991695	4.952408187	6.048100858	6.9724833	5.608645379	NK-
216496_s_at	ANKRD45	4.441641769	4.667024776	4.892061291	4.711940245	6.952830288	4.65159405	NK-
216524_x_at	NA	7.651262614	10.22258584	10.89528096	10.23426776	13.5678927	10.19981356	NK-
216530_at	NA	6.694081036	6.55160011	6.011438662	3.982613028	8.477008234	3.588807712	NK-
216534_at	NA	2.479249083	3.828780201	3.060087732	2.823827045	4.253781831	2.547352003	NK-
216562_at	SRMP1	5.172134346	5.726055475	4.585838813	4.597123645	6.741864452	4.358643602	NK-
216569_at	FABP3P2	6.04930625	6.235891031	6.077800597	5.265687692	7.806722975	4.490560387	NK-
216571_at	NA	5.998598559	5.180245376	4.603713211	5.747540517	7.109815381	5.485722617	NK-
216596_at	DKFZP434L187	5.421102236	5.634442942	5.193295589	5.468688124	7.224744168	5.547405205	NK-
216613_at	NA	4.843132754	4.66380293	4.597555358	4.700104918	6.688418975	4.25216782	NK-
216626_at	NA	4.867465251	5.412889399	5.449189087	4.927284717	7.189769584	5.311386772	NK-
216628_at	NA	5.659928032	5.745070419	5.836935324	5.617779391	8.063001715	5.497412196	NK-
216630_at	NA	4.620194712	4.712227703	4.613149781	4.454932443	5.725291921	3.402863324	NK-
216632_at	NAV3	2.903788086	3.780440468	3.552161066	2.213526421	4.63905131	2.274251474	NK-
216673_at	LOC100101116	5.792108805	7.117141985	6.341962567	6.462084433	7.940534882	6.405109598	NK-
216676_x_at	KIR3DL3	5.698166015	4.954824817	5.533632538	3.421820659	9.475424171	3.138854989	NK-
216687_x_at	UGT2B15	6.066376492	5.430911171	4.928419803	4.462136497	6.580504638	4.54559063	NK-
216697_at	TRIO	5.496002849	6.356174632	4.924657931	4.869489959	7.461901903	5.782710915	NK-
216703_at	NA	5.490117198	6.237476414	5.494079116	2.923020118	6.601235826	3.41584853	NK-
216709_at	NA	4.964368808	5.418062546	4.60465198	3.351742376	6.948177667	3.282685061	NK-
216717_at	NA	3.324017962	3.515793398	3.697644654	4.52995963	5.283228025	3.430593768	NK-
216724_at	NA	4.178499181	5.645794945	4.125303294	5.094996007	7.22813348	5.77168678	NK-
216729_at	NA	5.807028337	5.413691729	5.44864611	4.369189005	7.23211246	4.131215324	NK-
216731_s_at	NA	4.124681639	4.229103876	4.159367831	4.283832327	5.537815473	4.174038114	NK-
216735_x_at	NA	6.116353038	6.616012663	6.65618108	5.424868204	8.323269252	5.708835507	NK-
216737_at	NA	3.565836345	3.928186125	3.421666585	3.638424706	6.184195125	2.86097233	NK-
216741_at	NA	4.699616963	4.901075813	4.294988747	4.412689036	6.745430117	3.703790169	NK-
216742_at	NA	4.099856988	3.874452508	3.677138927	4.461725362	6.546601632	3.538140945	NK-
216744_at	NA	4.352748742	4.953269866	4.689402237	4.182561065	6.798330291	4.123160927	NK-
216745_x_at	NA	6.607826528	8.293289023	9.223842739	10.42746631	11.09074102	9.821684492	NK-
216746_at	NA	4.94317047	5.807735142	5.268940318	4.26723745	7.15364649	3.686580249	NK-
216751_at	NA	6.763285779	7.829291632	8.039756332	7.880808302	9.491981706	7.318054799	NK-
216756_at	NA	5.832134723	6.936425599	7.444370782	6.563390231	8.063521878	5.700296604	NK-
216757_at	NA	5.900331569	7.272175565	6.834956695	8.003183243	9.379872374	5.21097545	NK-
216767_at	NA	4.896019172	5.873943032	4.563718594	2.748763526	7.308971303	3.153355973	NK-
216770_at	NA	7.125521026	6.702771189	6.702846179	6.487044943	7.882308681	6.222356115	NK-
216774_at	NA	6.008290871	6.906885096	6.136405479	4.985620595	7.271236651	4.539603542	NK-
216776_at	NA	5.913473194	6.757432453	6.005716258	6.130501795	7.323296014	5.879852557	NK-
216782_at	AK027145	4.451881498	4.108223706	3.553413938	2.968294334	7.435631213	3.808331983	NK-
216783_at	NA	5.978330833	6.234808781	6.433418525	6.099444626	7.481670918	5.28999833	NK-
216786_at	LOC401630	4.756202701	5.256715395	5.208780256	5.951252878	7.15153086	5.035757182	NK-
216788_at	NA	5.252959604	5.348567474	5.727149369	5.954934879	7.514462658	5.656790998	NK-
216793_x_at	NA	5.135852236	5.155024464	4.93231463	3.841169615	6.386872896	4.551109054	NK-
216799_at	NA	5.484464764	6.000887532	5.419683614	3.833262589	7.868006805	4.438052241	NK-
216800_at	SEPT9	4.913282513	5.470356469	6.05409558	3.472143514	7.356255778	3.559880086	NK-
216805_at	NA	3.859066473	3.516252939	2.770003438	3.192668145	6.227727989	3.134163897	NK-
216807_at	KIAA1751	6.116242304	6.827862528	6.245542474	6.067496077	8.192990172	5.423325315	NK-
216808_at	KRT18	4.386351048	3.847639166	3.158852686	3.68794434	5.054454001	2.859426062	NK-
216816_at	NA	5.400006931	6.371522082	5.501717786	6.433737622	7.460724779	6.217072136	NK-
216826_at	NA	3.660253622	4.469011432	3.639737669	2.377564536	4.921577404	1.998720093	NK-
216836_s_at	ERBB2	6.776620745	7.745663151	6.740329294	5.300666434	8.22011409	4.325135185	NK-
216847_at	NA	5.57121685	5.633973714	6.45419268	6.927293961	8.58255937	6.155418982	NK-
216851_at	NA	4.903336505	5.930118513	5.128491334	3.18273314	6.469175052	3.118269894	NK-
216858_x_at	NA	9.504438784	8.974740179	10.89761213	10.62963347	12.76566932	10.46690996	NK-
216860_s_at	GDF11	4.391925891	6.389877129	6.975815794	5.473934464	8.665680309	5.326246209	NK-
216907_x_at	KIR3DL2	6.596823665	6.56415554	6.854856706	6.96832754	10.39315066	4.807489028	NK-
216912_at	NA	4.563427843	4.978696325	4.441921294	5.016566627	6.25184406	4.872702317	NK-
216923_at	CDKL5	5.741478897	6.168078175	5.851907664	5.092515319	6.970608811	4.674683484	NK-
216931_at	NA	5.708099507	6.116452111	5.214409388	4.941596217	6.878003633	4.27882033	NK-
