gene_symbol	Day 4	Day 7	Day 28
LOC339809	0	0	0
LOC339843	0	0	0
LOC339862	0	0	0
LOC339879	0	0	0
LOC339902	0	0	0
LOC339970	0	0	0
LOC340069	0	0	0
LOC340094	0	0	0
LOC340096	0	0	0
LOC340113	0	0	0
LOC340156	0	0	0
LOC340204	0	0	0
LOC340221	0	0	0
LOC340228	0	0	0
LOC340239	0	0	0
LOC340260	0	0	0
LOC340268	0	0	0
LOC340274	0	0	0
LOC340357	0	0	0
LOC340508	0	0	0
LOC340511	0	0	0
LOC340515	0	0	0
LOC340527	0	0	0
LOC340529	0	0	0
LOC340549	0	0	0
LOC340598	0	0	0
LOC340888	0	0	0
LOC340900	0	0	0
LOC340947	0	0	0
LOC340970	0	0	0
LOC341112	0	0	0
LOC341230	0	0	0
LOC341315	0	0	0
LOC341346	0	0	0
LOC341356	0	0	0
LOC341378	0	0	0
LOC341457	0	0	0
LOC341604	0	0	0
LOC341651	0	0	0
LOC341689	0	0	0
LOC341784	0	0	0
LOC341965	0	0	0
LOC342293	0	0	0
LOC342346	0	0	0
LOC342531	0	0	0
LOC342541	0	0	0
LOC342892	0	0	0
LOC342900	0	0	0
LOC342918	0	0	0
LOC342931	0	0	0
LOC342933	0	0	0
LOC342934	0	0	0
LOC342979	0	0	0
LOC342994	0	0	0
LOC343052	0	0	0
LOC343184	0	0	0
LOC343296	0	0	0
LOC343384	0	0	0
LOC343515	0	0	0
LOC343705	0	0	0
LOC343927	0	0	0
LOC344065	0	0	0
LOC344165	0	0	0
LOC344167	0	0	0
LOC344328	0	0	0
LOC344382	0	0	0
LOC344405	0	0	0
LOC344423	0	0	0
LOC344593	0	0	0
LOC344595	0	0	0
LOC344741	0	0	0
LOC344875	0	0	0
LOC344887	0	0	0
LOC344967	0	0	0
LOC345041	0	0	0
LOC345051	0	0	0
LOC345222	0	0	0
LOC345537	0	0	0
LOC345630	0	0	0
LOC345643	0	0	0
LOC345645	0	0	0
LOC346085	0	0	0
LOC346157	0	0	0
LOC346329	0	0	0
LOC346702	0	0	0
LOC346887	0	0	0
LOC346950	0	0	0
LOC347119	0	0	0
LOC347281	0	0	0
LOC347292	0	0	0
LOC347364	0	0	0
LOC347376	0	0	0
LOC347411	0	0	0
LOC347475	0	0	0
LOC347487	0	0	0
LOC347544	0	0	0
LOC347549	0	0	0
LOC348021	0	0	0
LOC348174	0	0	0
LOC348840	0	0	0
LOC348926	0	0	0
LOC349114	0	0	0
LOC349196	0	0	0
LOC352909	0	0	0
LOC360030	0	0	0
LOC374395	0	0	0
LOC374443	0	0	0
LOC374491	0	0	0
LOC374768	0	0	0
LOC374920	0	0	0
LOC374973	0	0	0
LOC375010	0	0	0
LOC375190	0	0	0
LOC375295	0	0	0
LOC375323	0	0	0
LOC375748	0	0	0
LOC376475	0	0	0
LOC376693	0	0	0
LOC377711	0	0	0
LOC387646	0	0	0
LOC387647	0	0	0
LOC387683	0	0	0
LOC387686	0	0	0
LOC387693	0	0	0
LOC387701	0	0	0
LOC387703	0	0	0
LOC387720	0	0	0
LOC387723	0	0	0
LOC387745	0	0	0
LOC387753	0	0	0
LOC387756	0	0	0
LOC387761	0	0	0
LOC387762	0	0	0
LOC387763	0	0	0
LOC387770	0	0	0
LOC387790	0	0	0
LOC387791	0	0	0
LOC387804	0	0	0
LOC387820	-1	0	0
LOC387825	0	0	0
LOC387826	0	0	0
LOC387841	0	0	0
LOC387856	0	0	0
LOC387867	0	0	0
LOC387870	0	0	0
LOC387873	0	0	0
LOC387876	0	0	0
LOC387882	0	0	0
LOC387885	0	0	0
LOC387895	0	0	0
LOC387924	0	0	0
LOC387927	0	0	0
LOC387930	0	0	0
LOC387931	0	0	0
LOC387934	0	0	0
LOC387939	0	0	0
LOC387940	0	0	0
LOC387941	0	0	0
LOC388002	0	0	0
LOC388022	0	0	0
LOC388076	0	0	0
LOC388079	0	0	0
LOC388080	0	0	0
LOC388114	0	0	0
LOC388117	0	0	0
LOC388122	0	0	0
LOC388152	0	0	0
LOC388153	0	0	0
LOC388160	0	0	0
LOC388161	0	0	0
LOC388177	0	0	0
LOC388181	0	0	0
LOC388210	0	0	0
LOC388237	0	0	0
LOC388242	0	0	0
LOC388248	0	0	0
LOC388255	0	0	0
LOC388259	0	0	0
LOC388275	0	0	0
LOC388276	0	0	0
LOC388279	0	0	0
LOC388282	0	0	0
LOC388312	0	0	0
LOC388327	0	0	0
LOC388333	0	0	0
LOC388339	0	0	0
LOC388344	0	0	0
LOC388381	0	0	0
LOC388397	0	0	0
LOC388401	0	0	0
LOC388436	0	0	0
LOC388438	0	0	0
LOC388444	0	0	0
LOC388458	0	0	0
LOC388474	0	0	0
LOC388476	0	0	0
LOC388481	0	0	0
LOC388494	0	0	0
LOC388503	0	0	0
LOC388514	0	0	0
LOC388524	0	0	0
LOC388526	0	0	0
LOC388532	0	0	0
LOC388553	0	0	0
LOC388556	0	0	0
LOC388559	0	0	0
LOC388564	0	0	0
LOC388565	0	0	0
LOC388572	0	0	0
LOC388578	0	0	0
LOC388588	0	0	0
LOC388621	0	0	0
LOC388630	0	0	0
LOC388654	0	0	0
LOC388681	0	0	0
LOC388692	0	0	0
LOC388707	0	0	0
LOC388720	0	0	0
LOC388743	0	0	0
LOC388755	0	0	0
LOC388780	0	0	0
LOC388789	0	0	0
LOC388795	0	0	0
LOC388796	0	0	0
LOC388813	0	0	0
LOC388814	0	0	0
LOC388820	0	0	0
LOC388849	0	0	0
LOC388882	0	0	0
LOC388885	0	0	0
LOC388900	0	0	0
LOC388906	0	0	0
LOC388907	0	0	0
LOC388910	0	0	0
LOC388915	0	0	0
LOC388922	0	0	0
LOC388923	0	0	0
LOC388925	0	0	0
LOC388931	0	0	0
LOC388938	0	0	0
LOC388946	0	0	0
LOC388948	0	0	0
LOC388955	0	0	0
LOC388963	0	0	0
LOC388965	0	0	0
LOC388969	0	0	0
LOC388996	0	0	0
LOC389000	0	0	0
LOC389024	0	0	0
LOC389031	0	0	0
LOC389033	0	0	0
LOC389036	0	0	0
LOC389043	0	0	0
LOC389049	0	0	0
LOC389053	0	0	0
LOC389072	0	0	0
LOC389101	0	0	0
LOC389102	0	0	0
LOC389105	0	0	0
LOC389111	0	0	0
LOC389118	0	0	0
LOC389120	0	0	0
LOC389124	0	0	0
LOC389137	0	0	0
LOC389141	0	0	0
LOC389142	0	0	0
LOC389151	0	0	0
LOC389156	0	0	0
LOC389160	0	0	0
LOC389168	0	0	0
LOC389174	0	0	0
LOC389199	0	0	0
LOC389203	0	0	0
LOC389217	0	0	0
LOC389223	0	0	0
LOC389257	0	0	0
LOC389267	0	0	0
LOC389286	0	0	0
LOC389293	0	0	0
LOC389300	0	0	0
LOC389316	0	0	0
LOC389322	0	0	0
LOC389328	0	0	0
LOC389332	0	0	0
LOC389333	0	0	0
LOC389342	0	0	0
LOC389362	0	0	0
LOC389365	0	0	0
LOC389369	0	0	0
LOC389370	0	0	0
LOC389386	0	0	0
LOC389394	0	0	0
LOC389396	0	0	0
LOC389404	0	0	0
LOC389405	0	0	0
LOC389422	0	0	0
LOC389435	0	0	0
LOC389442	0	0	0
LOC389457	0	0	0
LOC389458	0	0	0
LOC389465	0	0	0
LOC389493	0	0	0
LOC389517	0	0	0
LOC389523	0	0	0
LOC389599	0	0	0
LOC389607	0	0	0
LOC389631	0	0	0
LOC389633	0	0	0
LOC389634	0	0	0
LOC389641	0	0	0
LOC389662	0	0	0
LOC389669	0	0	0
LOC389671	0	0	0
LOC389672	0	0	0
LOC389676	0	0	0
LOC389705	0	0	0
LOC389722	0	0	0
LOC389730	0	0	0
LOC389740	0	0	0
LOC389748	0	0	0
LOC389765	-1	0	0
LOC389768	0	0	0
LOC389786	0	0	0
LOC389787	0	0	0
LOC389791	0	0	0
LOC389813	0	0	0
LOC389816	0	0	0
LOC389827	0	0	0
LOC389830	0	0	0
LOC389832	0	0	0
LOC389834	0	0	0
LOC389842	0	0	0
LOC389852	0	0	0
LOC389857	0	0	0
LOC389873	0	0	0
LOC389888	0	0	0
LOC389895	0	0	0
LOC389901	0	0	0
LOC389904	0	0	0
LOC389906	0	0	0
LOC389936	0	0	0
LOC389958	0	0	0
LOC389963	0	0	0
LOC389983	0	0	0
LOC390031	0	0	0
LOC390033	0	0	0
LOC390084	0	0	0
LOC390183	0	0	0
LOC390192	0	0	0
LOC390205	0	0	0
LOC390211	0	0	0
LOC390213	0	0	0
LOC390231	0	0	0
LOC390251	0	0	0
LOC390259	0	0	0
LOC390282	0	0	0
LOC390298	0	0	0
LOC390332	0	0	0
LOC390345	0	0	0
LOC390349	0	0	0
LOC390354	0	0	0
LOC390364	0	0	0
LOC390367	0	0	0
LOC390372	0	0	0
LOC390378	0	0	0
LOC390387	0	0	0
LOC390407	0	0	0
LOC390414	0	0	0
LOC390424	0	0	0
LOC390427	0	0	0
LOC390466	0	0	0
LOC390483	0	0	0
LOC390507	0	0	0
LOC390530	0	0	0
LOC390531	0	0	0
LOC390547	0	0	0
LOC390551	0	0	0
LOC390557	0	0	0
LOC390561	0	0	0
LOC390564	0	0	0
LOC390570	0	0	0
LOC390578	0	0	0
LOC390594	0	0	0
LOC390595	0	0	0
LOC390617	0	0	0
LOC390638	0	0	0
LOC390660	0	0	0
LOC390669	0	0	0
LOC390671	0	0	0
LOC390683	0	0	0
LOC390688	0	0	0
LOC390705	0	0	0
LOC390712	0	0	0
LOC390714	0	0	0
LOC390735	0	0	0
LOC390738	0	0	0
LOC390748	0	0	0
LOC390760	0	0	0
LOC390806	0	0	0
LOC390811	0	0	0
LOC390829	0	0	0
LOC390834	0	0	0
LOC390846	0	0	0
LOC390856	0	0	0
LOC390858	0	0	0
LOC390874	0	0	0
LOC390876	0	0	0
LOC390877	0	0	0
LOC390880	0	0	0
LOC390933	0	0	0
LOC390937	0	0	0
LOC390940	0	0	0
LOC390956	0	0	0
LOC390975	0	0	0
LOC390998	0	0	0
LOC391004	0	0	0
LOC391013	0	0	0
LOC391019	0	0	0
LOC391025	0	0	0
LOC391033	0	0	0
LOC391037	0	0	0
LOC391039	0	0	0
LOC391044	0	0	0
LOC391045	0	0	0
LOC391073	0	0	0
LOC391075	1	0	0
LOC391081	0	0	0
LOC391092	0	0	0
LOC391124	0	0	0
LOC391126	0	0	0
LOC391132	0	0	0
LOC391135	0	0	0
LOC391142	0	0	0
LOC391157	0	0	0
LOC391160	0	0	0
LOC391165	0	0	0
LOC391169	0	0	0
LOC391205	0	0	0
LOC391209	0	0	0
LOC391241	0	0	0
LOC391269	0	0	0
LOC391276	0	0	0
LOC391282	0	0	0
LOC391322	0	0	0
LOC391334	0	0	0
LOC391347	0	0	0
LOC391352	0	0	0
LOC391358	0	0	0
LOC391359	0	0	0
LOC391370	0	0	0
LOC391378	0	0	0
LOC391427	0	0	0
LOC391429	0	0	0
LOC391475	0	0	0
LOC391504	0	0	0
LOC391509	0	0	0
LOC391532	0	0	0
LOC391555	0	0	0
LOC391556	0	0	0
LOC391574	0	0	0
LOC391578	0	0	0
LOC391592	0	0	0
LOC391609	0	0	0
LOC391636	0	0	0
LOC391655	0	0	0
LOC391656	0	0	0
LOC391670	0	0	0
LOC391692	0	0	0
LOC391703	0	0	0
LOC391722	0	0	0
LOC391727	0	0	0
LOC391730	0	0	0
LOC391742	0	0	0
LOC391746	0	0	0
LOC391747	0	0	0
LOC391761	0	0	0
LOC391763	0	0	0
LOC391764	0	0	0
LOC391766	0	0	0
LOC391767	0	0	0
LOC391769	0	0	0
LOC391770	0	0	0
LOC391771	0	0	0
LOC391777	0	0	0
LOC391810	0	0	0
LOC391811	0	0	0
LOC391817	0	0	0
LOC391825	0	0	0
LOC391833	0	0	0
LOC391859	0	0	0
LOC392008	0	0	0
LOC392100	0	0	0
LOC392145	0	0	0
LOC392188	0	0	0
LOC392196	0	0	0
LOC392197	0	0	0
LOC392215	0	0	0
LOC392221	0	0	0
LOC392232	0	0	0
LOC392242	0	0	0
LOC392262	0	0	0
LOC392264	0	0	0
LOC392275	0	0	0
LOC392285	0	0	0
LOC392288	0	0	0
LOC392301	0	0	0
LOC392335	0	0	0
LOC392364	0	0	0
LOC392382	0	0	0
LOC392395	0	0	0
LOC392425	0	0	0
LOC392435	0	0	0
LOC392437	1	0	0
LOC392440	0	0	0
LOC392447	0	0	0
LOC392452	0	0	0
LOC392459	0	0	0
LOC392467	0	0	0
LOC392481	0	0	0
LOC392489	0	0	0
LOC392501	0	0	0
LOC392506	0	0	0
LOC392522	0	0	0
LOC392559	0	0	0
LOC392563	0	0	0
LOC392583	0	0	0
LOC392617	0	0	0
LOC392635	0	0	0
LOC392713	0	0	0
LOC392781	0	0	0
LOC392787	0	0	0
LOC392843	0	0	0
LOC392871	0	0	0
LOC392979	0	0	0
LOC393076	0	0	0
LOC393078	0	0	0
LOC399491	0	0	0
LOC399706	0	0	0
LOC399715	0	0	0
LOC399744	0	0	0
LOC399746	0	0	0
LOC399748	0	0	0
LOC399753	0	0	0
LOC399804	0	0	0
LOC399815	0	0	0
LOC399829	0	0	0
LOC399881	0	0	0
LOC399888	0	0	0
LOC399898	0	0	0
LOC399900	0	0	0
LOC399936	0	0	0
LOC399937	0	0	0
LOC399939	0	0	0
LOC399940	0	0	0
LOC399942	0	0	0
LOC399959	0	0	0
LOC399965	0	0	0
LOC399978	0	0	0
LOC399988	0	0	0
LOC400011	0	0	0
LOC400013	0	0	0
LOC400019	0	0	0
LOC400027	0	0	0
LOC400036	0	0	0
LOC400061	0	0	0
LOC400095	0	0	0
LOC400099	0	0	0
LOC400120	0	0	0
LOC400129	0	0	0
LOC400145	0	0	0
LOC400163	0	0	0
LOC400174	0	0	0
LOC400197	0	0	0
LOC400214	0	0	0
LOC400221	0	0	0
LOC400236	0	0	0
LOC400298	0	0	0
LOC400299	0	0	0
LOC400301	0	0	0
LOC400304	0	0	0
LOC400347	0	0	0
LOC400352	0	0	0
LOC400388	0	0	0
LOC400389	0	0	0
LOC400403	0	0	0
LOC400406	0	0	0
LOC400419	0	0	0
LOC400446	-1	0	0
LOC400455	0	0	0
LOC400456	0	0	0
LOC400464	0	0	0
LOC400499	0	0	0
LOC400506	0	0	0
LOC400509	0	0	0
LOC400553	0	0	0
LOC400558	0	0	0
LOC400578	0	0	0
LOC400581	0	0	0
LOC400590	0	0	0
LOC400652	0	0	0
LOC400657	0	0	0
LOC400682	0	0	0
LOC400696	0	0	0
LOC400707	0	0	0
LOC400708	0	0	0
LOC400713	0	0	0
LOC400721	0	0	0
LOC400723	0	0	0
LOC400743	0	0	0
LOC400750	0	0	0
LOC400752	0	0	0
LOC400759	0	0	0
LOC400768	0	0	0
LOC400793	0	0	0
LOC400796	0	0	0
LOC400804	0	0	0
LOC400807	0	0	0
LOC400831	0	0	0
LOC400836	0	0	0
LOC400858	0	0	0
LOC400879	0	0	0
LOC400890	0	0	0
LOC400891	0	0	0
LOC400927	0	0	0
LOC400942	0	0	0
LOC400948	0	0	0
LOC400950	0	0	0
LOC400954	0	0	0
LOC400955	0	0	0
LOC400958	0	0	0
LOC400963	0	0	0
LOC400965	0	0	0
LOC400968	0	0	0
LOC400986	0	-1	0
LOC400987	0	0	0
LOC401002	0	0	0
LOC401007	0	0	0
LOC401010	0	0	0
LOC401019	0	0	0
LOC401052	0	0	0
LOC401056	0	0	0
LOC401068	0	0	0
LOC401072	0	0	0
LOC401074	0	0	0
LOC401076	0	0	0
LOC401087	0	0	0
LOC401093	0	0	0
LOC401097	0	0	0
LOC401098	0	0	0
LOC401101	0	0	0
LOC401115	0	0	0
LOC401127	0	0	0
LOC401131	0	0	0
LOC401137	0	0	0
LOC401152	0	0	0
LOC401164	0	0	0
LOC401180	0	0	0
LOC401206	0	0	0
LOC401218	0	0	0
LOC401220	0	0	0
LOC401222	0	0	0
LOC401233	0	0	0
LOC401237	0	0	0
LOC401238	0	0	0
LOC401242	0	0	0
LOC401252	0	0	0
LOC401268	0	0	0
LOC401280	0	0	0
LOC401284	0	0	0
LOC401286	0	0	0
LOC401296	0	0	0
LOC401305	0	0	0
LOC401317	0	0	0
LOC401321	0	0	0
LOC401351	0	0	0
LOC401354	0	0	0
LOC401357	0	0	0
LOC401358	0	0	0
LOC401387	0	0	0
LOC401397	0	0	0
LOC401398	0	0	0
LOC401399	0	0	0
LOC401410	0	0	0
LOC401431	0	0	0
LOC401433	0	0	0
LOC401442	0	0	0
LOC401447	0	0	0
LOC401463	0	0	0
LOC401480	0	0	0
LOC401497	0	0	0
LOC401498	0	0	0
LOC401507	0	0	0
LOC401525	0	0	0
LOC401533	0	0	0
LOC401537	0	0	0
LOC401561	0	0	0
LOC401588	0	0	0
LOC401589	0	0	0
LOC401602	0	0	0
LOC401620	0	0	0
LOC401622	0	0	0
LOC401623	0	0	0
LOC401629	0	0	0
LOC401630	0	0	0
LOC401640	0	0	0
LOC401648	0	0	0
LOC401650	0	0	0
LOC401676	0	0	0
LOC401677	0	0	0
LOC401703	0	0	0
LOC401717	0	0	0
LOC401720	0	0	0
LOC401730	0	0	0
LOC401778	0	0	0
LOC401805	0	0	0
LOC401817	0	0	0
LOC401845	0	0	0
LOC401847	0	0	0
LOC401860	0	0	0
LOC401875	0	0	0
LOC401876	0	0	0
LOC401895	0	0	0
LOC401911	0	0	0
LOC401913	0	0	0
LOC401914	0	0	0
LOC401915	0	0	0
LOC401923	0	0	0
LOC401934	0	0	0
LOC401957	0	0	0
LOC401980	0	0	0
LOC402057	0	0	0
LOC402066	0	0	0
LOC402096	0	0	0
LOC402100	0	0	0
LOC402110	0	0	0
LOC402112	0	0	0
LOC402116	0	0	0
LOC402117	0	0	0
LOC402145	0	0	0
LOC402160	0	0	0
LOC402175	0	0	0
LOC402176	0	0	0
LOC402198	0	0	0
LOC402199	0	0	0
LOC402207	0	0	0
LOC402217	0	0	0
LOC402221	0	0	0
LOC402232	0	0	0
LOC402251	0	0	0
LOC402269	0	0	0
LOC402279	0	0	0
LOC402282	0	0	0
LOC402342	0	0	0
LOC402360	0	0	0
LOC402377	0	0	0
LOC402382	0	0	0
LOC402457	0	0	0
LOC402483	0	0	0
LOC402508	0	0	0
LOC402509	0	0	0
LOC402538	0	0	0
LOC402560	0	0	0
LOC402562	0	0	0
LOC402569	0	0	0
LOC402571	0	0	0
LOC402617	0	0	0
LOC402634	0	0	0
LOC402635	0	0	0
LOC402641	0	0	0
LOC402643	0	0	0
LOC402644	0	0	0
LOC402665	0	0	0
LOC402670	0	0	0
LOC402677	0	0	0
LOC402679	0	0	0
LOC402693	0	0	0
LOC402694	0	0	0
LOC402715	0	0	0
LOC402716	0	0	0
LOC404266	0	0	0
LOC407835	0	0	0
LOC415056	0	0	0
LOC439914	0	0	0
LOC439936	0	0	0
LOC439945	0	0	0
LOC439949	0	0	0
LOC439950	0	0	0
LOC439951	0	0	0
LOC439953	0	0	0
LOC439957	0	0	0
LOC439965	0	0	0
LOC439985	0	0	0
LOC439992	0	0	0
LOC439994	0	0	0
LOC440005	0	0	0
LOC440013	0	0	0
LOC440014	0	0	0
LOC440015	0	0	0
LOC440027	0	0	0
LOC440030	0	0	0
LOC440031	0	0	0
LOC440040	0	0	0
LOC440041	0	0	0
LOC440043	0	0	0
LOC440053	0	0	0
LOC440055	0	0	0
LOC440059	0	0	0
LOC440061	0	0	0
LOC440063	0	0	0
LOC440067	0	0	0
LOC440080	0	0	0
LOC440082	0	0	0
LOC440092	0	0	0
LOC440093	0	0	0
LOC440104	0	0	0
LOC440105	0	0	0
LOC440122	0	0	0
LOC440125	0	0	0
LOC440131	0	0	0
LOC440132	0	0	0
LOC440145	0	0	0
LOC440157	0	0	0
LOC440160	0	0	0
LOC440180	0	0	0
LOC440181	0	0	0
LOC440225	0	0	0
LOC440226	0	0	0
LOC440233	0	0	0
LOC440243	0	0	0
LOC440248	0	0	0
LOC440258	0	0	0
LOC440261	0	0	0
LOC440268	0	0	0
LOC440277	0	0	0
LOC440280	0	0	0
LOC440287	0	0	0
LOC440291	0	0	0
LOC440292	0	0	0
LOC440295	0	0	0
LOC440296	0	0	0
LOC440297	0	0	0
LOC440302	0	0	0
LOC440309	0	0	0
LOC440311	0	0	0
LOC440313	0	0	0
LOC440320	0	0	0
LOC440330	0	0	0
LOC440334	0	0	0
LOC440335	0	0	0
LOC440337	0	0	0
LOC440338	0	0	0
LOC440341	0	0	0
LOC440345	0	0	0
LOC440348	0	0	0
LOC440349	0	0	0
LOC440350	0	0	0
LOC440352	0	0	0
LOC440353	0	0	0
LOC440354	0	0	0
LOC440356	0	0	0
LOC440359	0	0	0
LOC440361	0	0	0
LOC440366	0	0	0
LOC440368	0	0	0
LOC440386	0	0	0
LOC440389	0	0	0
LOC440396	0	0	0
LOC440402	0	0	0
LOC440407	0	0	0
LOC440414	0	0	0
LOC440419	0	0	0
LOC440421	0	0	0
LOC440422	0	0	0
LOC440434	0	0	0
LOC440438	0	0	0
LOC440456	0	0	0
LOC440459	0	0	0
LOC440461	0	0	0
LOC440487	0	0	0
LOC440491	0	0	0
LOC440498	0	0	0
LOC440503	0	0	0
LOC440508	0	0	0
LOC440509	0	0	0
LOC440518	0	0	0
LOC440525	0	0	0
LOC440550	0	0	0
LOC440551	0	0	0
LOC440558	0	0	0
LOC440563	0	0	0
LOC440570	0	0	0
LOC440575	0	0	0
LOC440577	0	0	0
LOC440585	0	0	0
LOC440589	0	0	0
LOC440595	0	0	0
LOC440607	0	0	0
LOC440687	0	0	0
LOC440704	0	0	0
LOC440706	0	0	0
LOC440731	0	0	0
LOC440733	0	0	0
LOC440737	0	0	0
LOC440742	0	0	0
LOC440748	0	0	0
LOC440776	0	0	0
LOC440786	0	0	0
LOC440792	0	0	0
LOC440795	0	0	0
LOC440804	0	0	0
LOC440820	0	0	0
LOC440829	0	0	0
LOC440836	0	0	0
LOC440839	0	0	0
LOC440848	0	0	0
LOC440864	0	0	0
LOC440871	0	0	0
LOC440888	0	0	0
LOC440895	-1	0	0
LOC440896	0	0	0
LOC440900	0	0	0
LOC440905	0	0	0
LOC440910	0	0	0
LOC440917	0	0	0
LOC440918	0	0	0
LOC440925	0	0	0
LOC440926	0	0	0
LOC440927	0	0	0
LOC440928	0	0	0
LOC440934	0	0	0
LOC440944	0	0	0
LOC440956	0	0	0
LOC440957	0	0	0
LOC440970	0	0	0
LOC440978	0	0	0
LOC440981	0	0	0
LOC440991	0	0	0
LOC440992	0	0	0
LOC440993	0	0	0
LOC440995	0	0	0
LOC441005	0	0	0
LOC441007	0	0	0
LOC441009	0	0	0
LOC441013	0	0	0
LOC441016	0	0	0
LOC441018	0	0	0
LOC441019	0	0	0
LOC441031	0	0	0
LOC441032	0	0	0
LOC441034	0	0	0
LOC441046	0	0	0
LOC441050	0	0	0
LOC441052	0	0	0
LOC441054	0	0	0
LOC441056	0	0	0
LOC441061	0	0	0
LOC441066	0	0	0
LOC441070	0	0	0
LOC441073	0	0	0
LOC441081	0	0	0
LOC441086	0	0	0
LOC441087	0	0	0
LOC441089	0	0	0
LOC441097	0	0	0
LOC441098	0	0	0
LOC441114	0	0	0
LOC441119	0	0	0
LOC441120	0	0	0
LOC441124	0	0	0
LOC441126	0	0	0
LOC441127	0	0	0
LOC441131	0	0	0
LOC441135	0	0	0
LOC441136	0	0	0
LOC441150	0	0	0
LOC441151	0	0	0
LOC441154	0	0	0
LOC441155	0	0	0
LOC441167	0	0	0
LOC441171	0	0	0
LOC441177	0	0	0
LOC441178	0	0	0
LOC441179	0	0	0
LOC441191	0	0	0
LOC441193	0	0	0
LOC441196	0	0	0
LOC441204	0	0	0
LOC441205	0	0	0
LOC441208	0	0	0
LOC441212	0	0	0
LOC441228	0	0	0
LOC441233	0	0	0
LOC441237	0	0	0
LOC441239	0	0	0
LOC441241	0	0	0
LOC441242	0	0	0
LOC441246	0	0	0
LOC441249	0	0	0
LOC441251	0	0	0
LOC441253	0	0	0
LOC441257	0	0	0
LOC441261	0	0	0
LOC441268	0	0	0
LOC441282	0	0	0
LOC441294	0	0	0
LOC441296	0	0	0
LOC441316	0	0	0
LOC441320	0	0	0
LOC441326	0	0	0
LOC441340	0	0	0
LOC441344	0	0	0
LOC441347	0	0	0
LOC441362	0	0	0
LOC441368	0	0	0
LOC441376	0	0	0
LOC441377	0	0	0
LOC441378	0	0	0
LOC441395	0	0	0
LOC441408	0	0	0
LOC441416	0	0	0
LOC441420	0	0	0
LOC441424	0	0	0
LOC441426	0	0	0
LOC441436	0	0	0
LOC441440	0	0	0
LOC441442	0	0	0
LOC441453	0	0	0
LOC441454	0	0	0
LOC441455	0	0	0
LOC441459	0	0	0
LOC441461	0	0	0
LOC441481	0	0	0
LOC441484	0	0	0
LOC441487	0	0	0
LOC441488	0	0	0
LOC441493	0	0	0
LOC441495	0	0	0
LOC441505	0	0	0
LOC441506	0	0	0
LOC441511	0	0	0
LOC441528	0	0	0
LOC441533	0	0	0
LOC441546	0	0	0
LOC441548	0	0	0
LOC441550	0	0	0
LOC441551	0	0	0
LOC441554	0	0	0
LOC441582	0	0	0
LOC441584	0	0	0
LOC441601	0	0	0
LOC441617	0	0	0
LOC441632	0	0	0
LOC441642	0	0	0
LOC441644	0	0	0
LOC441655	0	0	0
LOC441662	0	0	0
LOC441666	0	0	0
LOC441682	0	0	0
LOC441687	0	0	0
LOC441698	0	0	0
LOC441709	0	0	0
LOC441711	0	0	0
LOC441714	0	0	0
LOC441722	0	0	0
LOC441728	0	0	0
LOC441730	0	0	0
LOC441734	0	0	0
LOC441736	0	0	0
LOC441737	0	0	0
LOC441743	0	0	0
LOC441752	0	0	0
LOC441759	0	0	0
LOC441762	0	0	0
LOC441763	0	0	0
LOC441768	0	0	0
LOC441771	0	0	0
LOC441773	0	0	0
LOC441775	0	0	0
LOC441782	0	0	0
LOC441792	0	0	0
LOC441795	0	0	0
LOC441799	0	0	0
LOC441806	0	0	0
LOC441811	0	0	0
LOC441812	0	0	0
LOC441843	0	0	0
LOC441847	0	0	0
LOC441864	0	0	0
LOC441868	0	0	0
LOC441869	0	0	0
LOC441870	0	0	0
LOC441873	0	0	0
LOC441874	0	0	0
LOC441876	0	0	0
LOC441896	0	0	0
LOC441907	0	0	0
LOC441920	0	0	0
LOC441931	0	0	0
LOC441956	0	0	0
LOC441957	0	0	0
LOC441958	0	0	0
LOC441964	0	0	0
LOC441996	0	0	0
LOC442015	0	0	0
LOC442020	0	0	0
LOC442028	0	0	0
LOC442041	0	0	0
LOC442049	0	0	0
LOC442057	0	0	0
LOC442060	0	0	0
LOC442064	0	0	0
LOC442075	0	0	0
LOC442096	0	0	0
LOC442113	0	0	0
LOC442117	0	0	0
LOC442124	0	0	0
LOC442132	0	0	0
LOC442142	0	0	0
LOC442147	0	0	0
LOC442153	0	0	0
LOC442160	0	0	0
LOC442162	0	0	0
LOC442180	0	0	0
LOC442181	0	0	0
LOC442204	0	0	0
LOC442206	0	0	0
LOC442208	0	0	0
LOC442211	0	0	0
LOC442229	0	0	0
LOC442232	0	0	0
LOC442240	0	0	0
LOC442245	0	0	0
LOC442249	0	0	0
LOC442251	0	0	0
LOC442261	0	0	0
LOC442270	0	0	0
LOC442283	0	0	0
LOC442299	0	0	0
LOC442308	0	0	0
LOC442316	0	0	0
LOC442319	0	0	0
LOC442329	0	0	0
LOC442366	0	0	0
LOC442381	0	0	0
LOC442382	0	0	0
LOC442388	0	0	0
LOC442403	0	0	0
LOC442406	0	0	0
LOC442421	0	0	0
LOC442423	0	0	0
LOC442427	0	0	0
LOC442434	0	0	0
LOC442442	0	0	0
LOC442446	0	0	0
LOC442448	0	0	0
LOC442454	0	0	0
LOC442459	0	0	0
LOC442465	0	0	0
LOC442474	0	0	0
LOC442480	0	0	0
LOC442501	0	0	0
LOC442512	0	0	0
LOC442517	0	0	0
LOC442519	0	0	0
